fid,objectid,dtcc,municipio,designacao_no_plano,classe_2021,categoria_2021,escala_origem,fonte,area_ha,autor,data_pub_origem,registo_ou_deposito,situacao_pdm,codigo
49325,49325,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,1.0851635195809881,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49326,49326,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agrícola Protegida (RAN),Solo Rústico,Espaço Agrícola,1/10000,CM - Raster,9.510869370516204,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,8
49327,49327,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,20.359266729831976,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49328,49328,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agrícola Protegida (RAN),Solo Rústico,Espaço Agrícola,1/10000,CM - Raster,2.4223346739740577,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,8
49329,49329,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,1.2084323411698452,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49330,49330,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,0.8078921153632226,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49331,49331,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,0.8070210645183921,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49332,49332,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,1.038443649695255,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49333,49333,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,2.221831440175371,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49334,49334,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,1.5510289570598863,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49335,49335,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,1.8828576692137866,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49336,49336,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,0.9641276039236225,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49337,49337,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,0.7508084124136716,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49338,49338,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agrícola Protegida (RAN),Solo Rústico,Espaço Agrícola,1/10000,CM - Raster,1213.8452768380023,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,8
49339,49339,1309,PAÇOS DE FERREIRA,Solo Urbanizado - Área de Equipamentos,Solo Urbano,Espaço de Uso Especial Equipamentos e Infraestruturas,1/10000,CM - Raster,0.20449162831790746,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,
49340,49340,1309,PAÇOS DE FERREIRA,Solo Urbanizado - Área de Equipamentos,Solo Urbano,Espaço de Uso Especial Equipamentos e Infraestruturas,1/10000,CM - Raster,0.7013663474518805,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,
49341,49341,1309,PAÇOS DE FERREIRA,Solo Urbanizado - Área Mista de Nível 3,Solo Urbano,Não Atribuída,1/10000,CM - Raster,9.837660642246348,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9998
49342,49342,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,2.4263545311061665,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49343,49343,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,12.236246007025894,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49344,49344,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,6.177791386478394,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
49345,49345,1309,PAÇOS DE FERREIRA,Espaço Agrícola - Área Agro-florestal,Solo Rústico,Espaço Florestal,1/10000,CM - Raster,0.7621768476927653,DGT,2007-12-05 00:00:00+00:00,01.13.09/169/2011/PDM/03,Vigente,9
