fid,objectid,dtcc,municipio,designacao_no_plano,classe_2021,categoria_2021,escala_origem,fonte,area_ha,autor,data_pub_origem,registo_ou_deposito,situacao_pdm,codigo
213584,213584,1302,BAIÃO,Solo Rústico - Espaços Naturais e Paisagísticos - Albufeira,Solo Rústico,Espaço Natural e Paisagístico,1/10000,CM - Vectorial e Raster,251.23430311368787,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,11
213585,213585,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,3.0088172025252597,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213586,213586,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,5.9114844543212905,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213587,213587,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,6.435470250346069,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213588,213588,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,2.819679563326092,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213589,213589,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,0.9650379225462209,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213590,213590,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,1.3167987623768858,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213591,213591,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,3.6883723553947863,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213592,213592,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,2.1511735827081866,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213593,213593,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,3.575828284662543,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
213594,213594,1302,BAIÃO,Solo Rústico - Aglomerado Rural,Solo Rústico,Aglomerado Rural,1/10000,CM - Vectorial e Raster,1.4537907089686952,DGT,2025-07-17 00:00:00+00:00,01.13.02/PDM/03/2025/138,Vigente,13
