fid,objectid,dtcc,municipio,designacao_no_plano,classe_2021,categoria_2021,escala_origem,fonte,area_ha,autor,data_pub_origem,registo_ou_deposito,situacao_pdm,codigo
134329,134329,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo I,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,3.414281383255363,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134330,134330,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo I,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,17.93866908246465,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134331,134331,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo I,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,2.0669638355362285,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134332,134332,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo I,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,8.470017530899682,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134333,134333,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,8.885579340373445,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134334,134334,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,2.96789141844461,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134335,134335,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,2.17147530016799,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134336,134336,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,3.4717557008608586,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134337,134337,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,3.206376394126192,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134338,134338,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,4.602265475046402,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134339,134339,1312,PORTO,Solo Urbano  – Espaços de atividades económicas – Área de atividades económicas tipo II,Solo Urbano,Espaço de Atividades Económicas,1/10000,CM - Vectorial e Raster,10.997468384790421,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,5
134340,134340,1312,PORTO,Solo Urbano  – Espaços centrais – Área de blocos isolados de implantação livre,Solo Urbano,Espaço Central,1/10000,CM - Vectorial e Raster,4.053137504282943,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,2
134341,134341,1312,PORTO,Solo Urbano  – Espaços centrais – Área de blocos isolados de implantação livre,Solo Urbano,Espaço Central,1/10000,CM - Vectorial e Raster,0.5842960644536186,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,2
134342,134342,1312,PORTO,Solo Urbano  – Espaços centrais – Área de blocos isolados de implantação livre,Solo Urbano,Espaço Central,1/10000,CM - Vectorial e Raster,2.1604180691734314,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,2
134343,134343,1312,PORTO,Solo Urbano  – Espaços centrais – Área de blocos isolados de implantação livre,Solo Urbano,Espaço Central,1/10000,CM - Vectorial e Raster,0.9012392373968964,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,2
134344,134344,1312,PORTO,Solo Urbano  – Espaços centrais – Área de blocos isolados de implantação livre,Solo Urbano,Espaço Central,1/10000,CM - Vectorial e Raster,2.8007339157489595,DGT,2021-07-08 00:00:00+00:00,01.13.12/PDM/03/2021/93,Vigente,2
