fid,objectid,dtcc,municipio,designacao_no_plano,classe_2021,categoria_2021,escala_origem,fonte,area_ha,autor,data_pub_origem,registo_ou_deposito,situacao_pdm,codigo
45278,45278,1305,LOUSADA,Solo urbanizável - Espaço de actividades económicas,Solo Urbano (urbanizável – transitório),Espaço de Atividades Económicas,1/25000,CM - Raster,42.98649608825464,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,5
45279,45279,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,10.507491918115074,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45280,45280,1305,LOUSADA,Solo Urbanizado - Espaço central,Solo Urbano,Espaço Central,1/25000,CM - Raster,32.231913009764256,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,2
45281,45281,1305,LOUSADA,Espaço Verde - Espaço de protecção e enquadramento,Solo Urbano,Espaço Verde,1/25000,CM - Raster,24.928726311672293,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,7
45282,45282,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,1.0972704905939492,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45283,45283,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,0.41053138389363303,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45284,45284,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,1.321407207879296,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45285,45285,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,1.0813413885902614,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45286,45286,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,47.5605310241018,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45287,45287,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,49.268553956232594,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45288,45288,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,36.56205090465041,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45289,45289,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.3263790211766957,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45290,45290,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,52.441939767756125,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45291,45291,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,0.7344381079440238,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45292,45292,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,0.8459577533804812,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45293,45293,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,1.1876907056194497,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45294,45294,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,2.7100373626327143,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45295,45295,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,3.160779373864457,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45296,45296,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,3.968572393568617,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45297,45297,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,32.90598101266974,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45298,45298,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,23.61987158526797,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45299,45299,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,1.6207607187614776,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45300,45300,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.208054258094542,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45301,45301,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,22.761756203808076,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45302,45302,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,7.753833711525644,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45303,45303,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,5.615660834109503,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45304,45304,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,7.9271485453341155,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45305,45305,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,4.816953197696421,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45306,45306,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,3.8443390006734526,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45307,45307,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,0.5571435806255322,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45308,45308,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.1375026979172604,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45309,45309,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,3.5961369955265896,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45310,45310,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,32.81767848373712,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45311,45311,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.147017572471965,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45312,45312,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,63.74365789276436,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45313,45313,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,333.68240022089685,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45314,45314,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,12.517054006609508,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45315,45315,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,3.3527706515822135,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45316,45316,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,6.569930705999397,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45317,45317,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,10.424725636620238,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45318,45318,1305,LOUSADA,Espaço agrícola produção,Solo Rústico,Espaço Agrícola,1/25000,CM - Raster,29.93318778255824,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,8
45319,45319,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.7370964133125497,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45320,45320,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,5.235558444834873,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45321,45321,1305,LOUSADA,Espaço de uso múltiplo agrícola e florestal,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,0.22431312405476928,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45322,45322,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,9.551800287657045,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
45323,45323,1305,LOUSADA,Espaço florestal de produção,Solo Rústico,Espaço Florestal,1/25000,CM - Raster,2.231497352663707,DGT,2012-02-03 00:00:00+00:00,01.13.05/PDM/03/2012/20,Vigente,9
