geo_code,dicofre,geo_name,geo_level,period,value_eur_m2,dwelling_type,flag
1B0150709,150709,União das freguesias de Atalaia e Alto Estanqueiro-Jardia,freguesia,2021Q3,6.01,,
1B0150407,150407,Santo António da Charneca,freguesia,2021Q3,6.02,,
1A0110922,110922,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,freguesia,2021Q3,6.03,,
11A131701,131701,Arcozelo,freguesia,2021Q3,6.04,,
1A0110921,110921,União das freguesias de Malveira e São Miguel de Alcainça,freguesia,2021Q3,6.05,,
1A0111412,111412,"União das freguesias de Alhandra, São João dos Montes e Calhandriz",freguesia,2021Q3,6.05,,
11A130408,130408,Rio Tinto,freguesia,2021Q3,6.1,,
1B01502,1502,Alcochete,municipio,2021Q3,6.13,,
PT,,Portugal,pais,2021Q3,6.13,,
1,,Continente,continente,2021Q3,6.16,,
1500816,0816,Vila Real de Santo António,municipio,2021Q3,6.17,,
1500815,0815,Vila do Bispo,municipio,2021Q3,6.18,,
1920603,0603,Coimbra,municipio,2021Q3,6.18,,
1A0111115,111115,Casal de Cambra,freguesia,2021Q3,6.22,,
11A1306,1306,Maia,municipio,2021Q3,6.24,,
1500813,0813,Silves,municipio,2021Q3,6.25,,
1A0110702,110702,Bucelas,freguesia,2021Q3,6.25,,
1B0150607,150607,União das freguesias de Baixa da Banheira e Vale da Amoreira,freguesia,2021Q3,6.34,,
1B01507,1507,Montijo,municipio,2021Q3,6.34,,
11A130617,130617,Pedrouços,freguesia,2021Q3,6.42,,
11A,,Área Metropolitana do Porto,nuts3,2021Q3,6.43,,
11A131726,131726,União das freguesias de Gulpilhares e Valadares,freguesia,2021Q3,6.43,,
11A130811,130811,"União das freguesias de Custóias, Leça do Balio e Guifões",freguesia,2021Q3,6.45,,
1910105,0105,Aveiro,municipio,2021Q3,6.46,,
1B0150710,150710,União das freguesias de Montijo e Afonsoeiro,freguesia,2021Q3,6.49,,
11A130609,130609,Moreira,freguesia,2021Q3,6.5,,
1B0150201,150201,Alcochete,freguesia,2021Q3,6.52,,
11A131712,131712,Oliveira do Douro,freguesia,2021Q3,6.56,,
3,,Região Autónoma da Madeira,continente,2021Q3,6.56,,
30,,Região Autónoma da Madeira,nuts2,2021Q3,6.56,,
300,,Região Autónoma da Madeira,nuts3,2021Q3,6.56,,
1A0111408,111408,Vialonga,freguesia,2021Q3,6.57,,
1A0111409,111409,Vila Franca de Xira,freguesia,2021Q3,6.57,,
1B0151002,151002,Amora,freguesia,2021Q3,6.57,,
1B0151205,151205,Setúbal (São Sebastião),freguesia,2021Q3,6.58,,
11A130813,130813,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",freguesia,2021Q3,6.6,,
1A01109,1109,Mafra,municipio,2021Q3,6.6,,
11A010702,010702,Espinho,freguesia,2021Q3,6.61,,
1A0110909,110909,Mafra,freguesia,2021Q3,6.64,,
1500805,0805,Faro,municipio,2021Q3,6.67,,
1A0110729,110729,União das freguesias de Santo Antão e São Julião do Tojal,freguesia,2021Q3,6.67,,
1A0110731,110731,"União das freguesias de Camarate, Unhos e Apelação",freguesia,2021Q3,6.67,,
11A1317,1317,Vila Nova de Gaia,municipio,2021Q3,6.7,,
1B0150410,150410,União das freguesias de Barreiro e Lavradio,freguesia,2021Q3,6.7,,
1A01114,1114,Vila Franca de Xira,municipio,2021Q3,6.73,,
11A130619,130619,Cidade da Maia,freguesia,2021Q3,6.75,,
1B0151209,151209,União das freguesias de Azeitão (São Lourenço e São Simão),freguesia,2021Q3,6.75,,
1A0111105,111105,Colares,freguesia,2021Q3,6.76,,
1B01512,1512,Setúbal,municipio,2021Q3,6.79,,
1C11513,1513,Sines,municipio,2021Q3,6.87,,
15,,Algarve,nuts2,2021Q3,6.88,,
150,,Algarve,nuts3,2021Q3,6.88,,
1A0111415,111415,União das freguesias de Póvoa de Santa Iria e Forte da Casa,freguesia,2021Q3,6.89,,
1500814,0814,Tavira,municipio,2021Q3,6.91,,
1B01510,1510,Seixal,municipio,2021Q3,6.91,,
1B,,Península de Setúbal,nuts2,2021Q3,6.94,,
1B0,,Península de Setúbal,nuts3,2021Q3,6.94,,
1A0111102,111102,Algueirão-Mem Martins,freguesia,2021Q3,6.99,,
1B0150313,150313,União das freguesias de Caparica e Trafaria,freguesia,2021Q3,6.99,,
1B0151007,151007,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",freguesia,2021Q3,6.99,,
1A0110728,110728,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",freguesia,2021Q3,7,,
1B01504,1504,Barreiro,municipio,2021Q3,7.01,,
1500811,0811,Portimão,municipio,2021Q3,7.02,,
1A0111610,111610,União das freguesias de Ramada e Caneças,freguesia,2021Q3,7.08,,
1B0151210,151210,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",freguesia,2021Q3,7.09,,
1A0110902,110902,Carvoeira,freguesia,2021Q3,7.13,,
11A131727,131727,União das freguesias de Mafamude e Vilar do Paraíso,freguesia,2021Q3,7.14,,
1A0111122,111122,União das freguesias de Agualva e Mira-Sintra,freguesia,2021Q3,7.14,,
1A01111,1111,Sintra,municipio,2021Q3,7.23,,
1A0111108,111108,Rio de Mouro,freguesia,2021Q3,7.28,,
1A0111413,111413,União das freguesias de Alverca do Ribatejo e Sobralinho,freguesia,2021Q3,7.28,,
3003103,3103,Funchal,municipio,2021Q3,7.28,,
1B0150409,150409,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",freguesia,2021Q3,7.3,,
1B0151005,151005,Corroios,freguesia,2021Q3,7.34,,
11A131704,131704,Canidelo,freguesia,2021Q3,7.36,,
1A0111125,111125,União das freguesias de Massamá e Monte Abraão,freguesia,2021Q3,7.39,,
1B0151102,151102,Sesimbra (Santiago),freguesia,2021Q3,7.42,,
1500807,0807,Lagos,municipio,2021Q3,7.43,,
1A0111514,111514,Encosta do Sol,freguesia,2021Q3,7.43,,
1A0110707,110707,Loures,freguesia,2021Q3,7.56,,
11A131203,131203,Campanhã,freguesia,2021Q3,7.59,,
11A131730,131730,União das freguesias de Santa Marinha e São Pedro da Afurada,freguesia,2021Q3,7.62,,
1A01107,1107,Loures,municipio,2021Q3,7.62,,
1500801,0801,Albufeira,municipio,2021Q3,7.64,,
1500808,0808,Loulé,municipio,2021Q3,7.68,,
1A0111124,111124,União das freguesias do Cacém e São Marcos,freguesia,2021Q3,7.69,,
1A0111608,111608,União das freguesias de Pontinha e Famões,freguesia,2021Q3,7.69,,
11A1308,1308,Matosinhos,municipio,2021Q3,7.76,,
11A130814,130814,União das freguesias de São Mamede de Infesta e Senhora da Hora,freguesia,2021Q3,7.87,,
1A0111126,111126,União das freguesias de Queluz e Belas,freguesia,2021Q3,7.87,,
1A0110730,110730,União das freguesias de Santo António dos Cavaleiros e Frielas,freguesia,2021Q3,7.88,,
1A0111128,111128,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",freguesia,2021Q3,7.95,,
1A0111512,111512,Alfragide,freguesia,2021Q3,7.96,,
1B0150315,150315,União das freguesias de Laranjeiro e Feijó,freguesia,2021Q3,8.02,,
11A131709,131709,Madalena,freguesia,2021Q3,8.09,,
1A0111516,111516,Mina de Água,freguesia,2021Q3,8.15,,
1B0150314,150314,União das freguesias de Charneca de Caparica e Sobreda,freguesia,2021Q3,8.19,,
1A0110664,110664,Santa Clara,freguesia,2021Q3,8.23,,
1A0111609,111609,União das freguesias de Póvoa de Santo Adrião e Olival Basto,freguesia,2021Q3,8.24,,
1A01116,1116,Odivelas,municipio,2021Q3,8.29,,
1B0150804,150804,Quinta do Anjo,freguesia,2021Q3,8.31,,
1B01503,1503,Almada,municipio,2021Q3,8.36,,
1B0150312,150312,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",freguesia,2021Q3,8.36,,
1A0111009,111009,Porto Salvo,freguesia,2021Q3,8.38,,
11A131211,131211,Ramalde,freguesia,2021Q3,8.43,,
1A0111002,111002,Barcarena,freguesia,2021Q3,8.63,,
11A131210,131210,Paranhos,freguesia,2021Q3,8.65,,
11A130812,130812,União das freguesias de Matosinhos e Leça da Palmeira,freguesia,2021Q3,8.66,,
1A01115,1115,Amadora,municipio,2021Q3,8.67,,
1A0110506,110506,São Domingos de Rana,freguesia,2021Q3,8.8,,
1A0111515,111515,Falagueira-Venda Nova,freguesia,2021Q3,8.81,,
1A0111603,111603,Odivelas,freguesia,2021Q3,8.83,,
1A0110727,110727,União das freguesias de Sacavém e Prior Velho,freguesia,2021Q3,8.85,,
1A0110906,110906,Ericeira,freguesia,2021Q3,8.93,,
11A1312,1312,Porto,municipio,2021Q3,9,,
1A0111013,111013,União das freguesias de Carnaxide e Queijas,freguesia,2021Q3,9.01,,
1A0110501,110501,Alcabideche,freguesia,2021Q3,9.04,,
1A0111513,111513,Águas Livres,freguesia,2021Q3,9.06,,
1A0110726,110726,União das freguesias de Moscavide e Portela,freguesia,2021Q3,9.33,,
11A131202,131202,Bonfim,freguesia,2021Q3,9.34,,
1A,,Grande Lisboa,nuts2,2021Q3,9.41,,
1A0,,Grande Lisboa,nuts3,2021Q3,9.41,,
11A131218,131218,União das freguesias de Lordelo do Ouro e Massarelos,freguesia,2021Q3,9.43,,
11A131216,131216,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",freguesia,2021Q3,9.47,,
11A131217,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,2021Q3,9.49,,
1A0111517,111517,Venteira,freguesia,2021Q3,9.49,,
1A0110621,110621,Marvila,freguesia,2021Q3,9.77,,
1A01110,1110,Oeiras,municipio,2021Q3,9.87,,
1A0111012,111012,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",freguesia,2021Q3,9.92,,
1B0150303,150303,Costa da Caparica,freguesia,2021Q3,10,,
1A0110618,110618,Lumiar,freguesia,2021Q3,10.14,,
1A0110655,110655,Areeiro,freguesia,2021Q3,10.37,,
1A0110611,110611,Carnide,freguesia,2021Q3,10.48,,
1A0110608,110608,Benfica,freguesia,2021Q3,10.53,,
1A0110633,110633,Olivais,freguesia,2021Q3,10.57,,
1A0110607,110607,Beato,freguesia,2021Q3,10.59,,
1A0110663,110663,Penha de França,freguesia,2021Q3,10.62,,
1A0111014,111014,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",freguesia,2021Q3,10.65,,
1A01105,1105,Cascais,municipio,2021Q3,10.73,,
1A0110639,110639,São Domingos de Benfica,freguesia,2021Q3,10.73,,
1A0110656,110656,Arroios,freguesia,2021Q3,10.87,,
1A01106,1106,Lisboa,municipio,2021Q3,11.24,,
1A0110654,110654,Alvalade,freguesia,2021Q3,11.33,,
1A0110658,110658,Belém,freguesia,2021Q3,11.33,,
1A0110602,110602,Alcântara,freguesia,2021Q3,11.36,,
1A0110507,110507,União das freguesias de Carcavelos e Parede,freguesia,2021Q3,11.57,,
1A0110601,110601,Ajuda,freguesia,2021Q3,11.61,,
1A0110657,110657,Avenidas Novas,freguesia,2021Q3,11.67,,
1A0110667,110667,São Vicente,freguesia,2021Q3,11.67,,
1A0110508,110508,União das freguesias de Cascais e Estoril,freguesia,2021Q3,11.68,,
1A0110610,110610,Campolide,freguesia,2021Q3,11.8,,
1A0110659,110659,Campo de Ourique,freguesia,2021Q3,12.18,,
1A0110660,110660,Estrela,freguesia,2021Q3,12.18,,
1A0110665,110665,Santa Maria Maior,freguesia,2021Q3,12.49,,
1A0110662,110662,Parque das Nações,freguesia,2021Q3,12.64,,
1A0110661,110661,Misericórdia,freguesia,2021Q3,12.87,,
1A0110666,110666,Santo António,freguesia,2021Q3,13.04,,
1120310,0310,Terras de Bouro,municipio,2021Q3,,,-
1190311,0311,Vieira do Minho,municipio,2021Q3,,,-
1191705,1705,Mondim de Basto,municipio,2021Q3,,,-
11A010402,010402,Alvarenga,freguesia,2021Q3,,,-
11A010407,010407,Chave,freguesia,2021Q3,,,-
11A010409,010409,Escariz,freguesia,2021Q3,,,-
11A010411,010411,Fermedo,freguesia,2021Q3,,,-
11A010413,010413,Mansores,freguesia,2021Q3,,,-
11A010414,010414,Moldes,freguesia,2021Q3,,,-
11A010415,010415,Rossas,freguesia,2021Q3,,,-
11A010416,010416,Santa Eulália,freguesia,2021Q3,,,-
11A010417,010417,São Miguel do Mato,freguesia,2021Q3,,,-
11A010418,010418,Tropeço,freguesia,2021Q3,,,-
11A010419,010419,Urrô,freguesia,2021Q3,,,-
11A010420,010420,Várzea,freguesia,2021Q3,,,-
11A010422,010422,União das freguesias de Cabreiros e Albergaria da Serra,freguesia,2021Q3,,,-
11A010423,010423,União das freguesias de Canelas e Espiunca,freguesia,2021Q3,,,-
11A010424,010424,União das freguesias de Covelo de Paivó e Janarde,freguesia,2021Q3,,,-
11A010704,010704,Paramos,freguesia,2021Q3,,,-
11A010904,010904,Escapães,freguesia,2021Q3,,,-
11A010908,010908,Fornos,freguesia,2021Q3,,,-
11A010917,010917,Nogueira da Regedoura,freguesia,2021Q3,,,-
11A010918,010918,São Paio de Oleiros,freguesia,2021Q3,,,-
11A010921,010921,Rio Meão,freguesia,2021Q3,,,-
11A010922,010922,Romariz,freguesia,2021Q3,,,-
11A010924,010924,Sanguedo,freguesia,2021Q3,,,-
11A010932,010932,União das freguesias de Caldas de São Jorge e Pigeiros,freguesia,2021Q3,,,-
11A010936,010936,União de freguesias de São Miguel de Souto e Mosteirô,freguesia,2021Q3,,,-
11A011301,011301,Carregosa,freguesia,2021Q3,,,-
11A011302,011302,Cesar,freguesia,2021Q3,,,-
11A011303,011303,Fajões,freguesia,2021Q3,,,-
11A011304,011304,Loureiro,freguesia,2021Q3,,,-
11A011305,011305,Macieira de Sarnes,freguesia,2021Q3,,,-
11A011310,011310,Ossela,freguesia,2021Q3,,,-
11A011315,011315,São Martinho da Gândara,freguesia,2021Q3,,,-
11A011318,011318,São Roque,freguesia,2021Q3,,,-
11A011320,011320,União das freguesias de Nogueira do Cravo e Pindelo,freguesia,2021Q3,,,-
11A011901,011901,Arões,freguesia,2021Q3,,,-
11A011903,011903,Cepelos,freguesia,2021Q3,,,-
11A011905,011905,Junqueira,freguesia,2021Q3,,,-
11A011907,011907,Roge,freguesia,2021Q3,,,-
11A130405,130405,Lomba,freguesia,2021Q3,,,-
11A130414,130414,União das freguesias de Foz do Sousa e Covelo,freguesia,2021Q3,,,-
11A130416,130416,União das freguesias de Melres e Medas,freguesia,2021Q3,,,-
11A130603,130603,Folgosa,freguesia,2021Q3,,,-
11A130608,130608,Milheirós,freguesia,2021Q3,,,-
11A130613,130613,São Pedro Fins,freguesia,2021Q3,,,-
11A131001,131001,Aguiar de Sousa,freguesia,2021Q3,,,-
11A131002,131002,Astromil,freguesia,2021Q3,,,-
11A131004,131004,Beire,freguesia,2021Q3,,,-
11A131008,131008,Cete,freguesia,2021Q3,,,-
11A131009,131009,Cristelo,freguesia,2021Q3,,,-
11A131010,131010,Duas Igrejas,freguesia,2021Q3,,,-
11A131014,131014,Louredo,freguesia,2021Q3,,,-
11A131017,131017,Parada de Todeia,freguesia,2021Q3,,,-
11A131019,131019,Recarei,freguesia,2021Q3,,,-
11A131020,131020,Sobreira,freguesia,2021Q3,,,-
11A131021,131021,Sobrosa,freguesia,2021Q3,,,-
11A131022,131022,Vandoma,freguesia,2021Q3,,,-
11A131024,131024,Vilela,freguesia,2021Q3,,,-
11A131305,131305,Balazar,freguesia,2021Q3,,,-
11A131307,131307,Estela,freguesia,2021Q3,,,-
11A131308,131308,Laundos,freguesia,2021Q3,,,-
11A131311,131311,Rates,freguesia,2021Q3,,,-
11A131401,131401,Agrela,freguesia,2021Q3,,,-
11A131402,131402,Água Longa,freguesia,2021Q3,,,-
11A131413,131413,Monte Córdova,freguesia,2021Q3,,,-
11A131416,131416,Rebordões,freguesia,2021Q3,,,-
11A131418,131418,Reguenga,freguesia,2021Q3,,,-
11A131419,131419,Roriz,freguesia,2021Q3,,,-
11A131430,131430,Negrelos (São Tomé),freguesia,2021Q3,,,-
11A131432,131432,Vilarinho,freguesia,2021Q3,,,-
11A131433,131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",freguesia,2021Q3,,,-
11A131434,131434,Vila Nova do Campo,freguesia,2021Q3,,,-
11A131435,131435,União das freguesias de Carreira e Refojos de Riba de Ave,freguesia,2021Q3,,,-
11A131436,131436,União das freguesias de Lamelas e Guimarei,freguesia,2021Q3,,,-
11A131603,131603,Aveleda,freguesia,2021Q3,,,-
11A131604,131604,Azurara,freguesia,2021Q3,,,-
11A131607,131607,Fajozes,freguesia,2021Q3,,,-
11A131610,131610,Gião,freguesia,2021Q3,,,-
11A131611,131611,Guilhabreu,freguesia,2021Q3,,,-
11A131612,131612,Junqueira,freguesia,2021Q3,,,-
11A131613,131613,Labruge,freguesia,2021Q3,,,-
11A131614,131614,Macieira da Maia,freguesia,2021Q3,,,-
11A131617,131617,Modivas,freguesia,2021Q3,,,-
11A131627,131627,Vila Chã,freguesia,2021Q3,,,-
11A131630,131630,Vilar de Pinheiro,freguesia,2021Q3,,,-
11A131631,131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",freguesia,2021Q3,,,-
11A131632,131632,União das freguesias de Fornelo e Vairão,freguesia,2021Q3,,,-
11A131633,131633,União das freguesias de Malta e Canidelo,freguesia,2021Q3,,,-
11A131634,131634,União das freguesias de Retorta e Tougues,freguesia,2021Q3,,,-
11A131635,131635,União das freguesias de Rio Mau e Arcos,freguesia,2021Q3,,,-
11A131636,131636,União das freguesias de Touguinha e Touguinhó,freguesia,2021Q3,,,-
11A131637,131637,União das freguesias de Vilar e Mosteiró,freguesia,2021Q3,,,-
11A131729,131729,"União das freguesias de Sandim, Olival, Lever e Crestuma",freguesia,2021Q3,,,-
11A131806,131806,Covelas,freguesia,2021Q3,,,-
11A131808,131808,Muro,freguesia,2021Q3,,,-
11A131809,131809,União das freguesias de Alvarelhos e Guidões,freguesia,2021Q3,,,-
11B1702,1702,Boticas,municipio,2021Q3,,,-
11B1706,1706,Montalegre,municipio,2021Q3,,,-
11B1709,1709,Ribeira de Pena,municipio,2021Q3,,,-
11C1813,1813,Resende,municipio,2021Q3,,,-
11D0403,0403,Carrazeda de Ansiães,municipio,2021Q3,,,-
11D0404,0404,Freixo de Espada à Cinta,municipio,2021Q3,,,-
11D1701,1701,Alijó,municipio,2021Q3,,,-
11D1704,1704,Mesão Frio,municipio,2021Q3,,,-
11D1707,1707,Murça,municipio,2021Q3,,,-
11D1710,1710,Sabrosa,municipio,2021Q3,,,-
11D1711,1711,Santa Marta de Penaguião,municipio,2021Q3,,,-
11D1801,1801,Armamar,municipio,2021Q3,,,-
11D1812,1812,Penedono,municipio,2021Q3,,,-
11D1815,1815,São João da Pesqueira,municipio,2021Q3,,,-
11D1818,1818,Sernancelhe,municipio,2021Q3,,,-
11D1819,1819,Tabuaço,municipio,2021Q3,,,-
11D1820,1820,Tarouca,municipio,2021Q3,,,-
11E0401,0401,Alfândega da Fé,municipio,2021Q3,,,-
11E0411,0411,Vimioso,municipio,2021Q3,,,-
11E0412,0412,Vinhais,municipio,2021Q3,,,-
1500802,0802,Alcoutim,municipio,2021Q3,,,-
1500809,0809,Monchique,municipio,2021Q3,,,-
1920606,0606,Góis,municipio,2021Q3,,,-
1920612,0612,Pampilhosa da Serra,municipio,2021Q3,,,-
1920614,0614,Penela,municipio,2021Q3,,,-
1931007,1007,Castanheira de Pêra,municipio,2021Q3,,,-
1931008,1008,Figueiró dos Vinhos,municipio,2021Q3,,,-
1931013,1013,Pedrógão Grande,municipio,2021Q3,,,-
1940901,0901,Aguiar da Beira,municipio,2021Q3,,,-
1941811,1811,Penalva do Castelo,municipio,2021Q3,,,-
1941822,1822,Vila Nova de Paiva,municipio,2021Q3,,,-
1950505,0505,Idanha-a-Nova,municipio,2021Q3,,,-
1950506,0506,Oleiros,municipio,2021Q3,,,-
1950507,0507,Penamacor,municipio,2021Q3,,,-
1950510,0510,Vila de Rei,municipio,2021Q3,,,-
1950511,0511,Vila Velha de Ródão,municipio,2021Q3,,,-
1960902,0902,Almeida,municipio,2021Q3,,,-
1960904,0904,Figueira de Castelo Rodrigo,municipio,2021Q3,,,-
1960905,0905,Fornos de Algodres,municipio,2021Q3,,,-
1960908,0908,Manteigas,municipio,2021Q3,,,-
1960909,0909,Mêda,municipio,2021Q3,,,-
1960913,0913,Trancoso,municipio,2021Q3,,,-
1A0110913,110913,Santo Isidoro,freguesia,2021Q3,,,-
1B0150203,150203,São Francisco,freguesia,2021Q3,,,-
1B0150411,150411,União das freguesias de Palhais e Coina,freguesia,2021Q3,,,-
1B0150608,150608,União das freguesias de Gaio-Rosário e Sarilhos Pequenos,freguesia,2021Q3,,,-
1B0150701,150701,Canha,freguesia,2021Q3,,,-
1B0150704,150704,Sarilhos Grandes,freguesia,2021Q3,,,-
1B0150806,150806,União das freguesias de Poceirão e Marateca,freguesia,2021Q3,,,-
1B0151207,151207,Gâmbia-Pontes-Alto da Guerra,freguesia,2021Q3,,,-
1B0151208,151208,Sado,freguesia,2021Q3,,,-
1C20201,0201,Aljustrel,municipio,2021Q3,,,-
1C20203,0203,Alvito,municipio,2021Q3,,,-
1C20204,0204,Barrancos,municipio,2021Q3,,,-
1C20207,0207,Cuba,municipio,2021Q3,,,-
1C20209,0209,Mértola,municipio,2021Q3,,,-
1C20212,0212,Ourique,municipio,2021Q3,,,-
1C20213,0213,Serpa,municipio,2021Q3,,,-
1C31201,1201,Alter do Chão,municipio,2021Q3,,,-
1C31202,1202,Arronches,municipio,2021Q3,,,-
1C31203,1203,Avis,municipio,2021Q3,,,-
1C31205,1205,Castelo de Vide,municipio,2021Q3,,,-
1C31206,1206,Crato,municipio,2021Q3,,,-
1C31208,1208,Fronteira,municipio,2021Q3,,,-
1C31209,1209,Gavião,municipio,2021Q3,,,-
1C31211,1211,Monforte,municipio,2021Q3,,,-
1C31212,1212,Nisa,municipio,2021Q3,,,-
1C31215,1215,Sousel,municipio,2021Q3,,,-
1C40701,0701,Alandroal,municipio,2021Q3,,,-
1C40707,0707,Mora,municipio,2021Q3,,,-
1C40708,0708,Mourão,municipio,2021Q3,,,-
1C40709,0709,Portel,municipio,2021Q3,,,-
1C40713,0713,Viana do Alentejo,municipio,2021Q3,,,-
1D21408,1408,Constância,municipio,2021Q3,,,-
1D21413,1413,Mação,municipio,2021Q3,,,-
1D21417,1417,Sardoal,municipio,2021Q3,,,-
2004101,4101,Vila do Porto,municipio,2021Q3,,,-
2004202,4202,Nordeste,municipio,2021Q3,,,-
2004204,4204,Povoação,municipio,2021Q3,,,-
2004206,4206,Vila Franca do Campo,municipio,2021Q3,,,-
2004401,4401,Santa Cruz da Graciosa,municipio,2021Q3,,,-
2004501,4501,Calheta (R.A.A.),municipio,2021Q3,,,-
2004601,4601,Lajes do Pico,municipio,2021Q3,,,-
2004603,4603,São Roque do Pico,municipio,2021Q3,,,-
2004801,4801,Lajes das Flores,municipio,2021Q3,,,-
2004802,4802,Santa Cruz das Flores,municipio,2021Q3,,,-
2004901,4901,Corvo,municipio,2021Q3,,,-
3003105,3105,Ponta do Sol,municipio,2021Q3,,,-
3003106,3106,Porto Moniz,municipio,2021Q3,,,-
3003109,3109,Santana,municipio,2021Q3,,,-
3003110,3110,São Vicente,municipio,2021Q3,,,-
3003201,3201,Porto Santo,municipio,2021Q3,,,-
11E0410,0410,Vila Flor,municipio,2021Q4,2.13,,
11E0406,0406,Miranda do Douro,municipio,2021Q4,2.17,,
1960903,0903,Celorico da Beira,municipio,2021Q4,2.17,,
1C31210,1210,Marvão,municipio,2021Q4,2.17,,
1C40703,0703,Borba,municipio,2021Q4,2.2,,
11D1807,1807,Moimenta da Beira,municipio,2021Q4,2.29,,
11D1820,1820,Tarouca,municipio,2021Q4,2.31,,
1960501,0501,Belmonte,municipio,2021Q4,2.33,,
1960910,0910,Pinhel,municipio,2021Q4,2.33,,
11E0405,0405,Macedo de Cavaleiros,municipio,2021Q4,2.35,,
11B1712,1712,Valpaços,municipio,2021Q4,2.38,,
1960911,0911,Sabugal,municipio,2021Q4,2.38,,
1941817,1817,Sátão,municipio,2021Q4,2.39,,
1920613,0613,Penacova,municipio,2021Q4,2.42,,
11D0914,0914,Vila Nova de Foz Côa,municipio,2021Q4,2.59,,
11E0408,0408,Mogadouro,municipio,2021Q4,2.6,,
1190304,0304,Cabeceiras de Basto,municipio,2021Q4,2.63,,
1960906,0906,Gouveia,municipio,2021Q4,2.63,,
11D0409,0409,Torre de Moncorvo,municipio,2021Q4,2.65,,
1960912,0912,Seia,municipio,2021Q4,2.65,,
1111603,1603,Melgaço,municipio,2021Q4,2.68,,
1931008,1008,Figueiró dos Vinhos,municipio,2021Q4,2.68,,
1950508,0508,Proença-a-Nova,municipio,2021Q4,2.69,,
11C1302,1302,Baião,municipio,2021Q4,2.72,,
11C0305,0305,Celorico de Basto,municipio,2021Q4,2.75,,
1931002,1002,Alvaiázere,municipio,2021Q4,2.75,,
1C31204,1204,Campo Maior,municipio,2021Q4,2.75,,
1941803,1803,Castro Daire,municipio,2021Q4,2.77,,
1C40713,0713,Viana do Alentejo,municipio,2021Q4,2.78,,
1941806,1806,Mangualde,municipio,2021Q4,2.81,,
11C1307,1307,Marco de Canaveses,municipio,2021Q4,2.83,,
1920601,0601,Arganil,municipio,2021Q4,2.83,,
11C1303,1303,Felgueiras,municipio,2021Q4,2.84,,
11A131013,131013,Lordelo,freguesia,2021Q4,2.85,,
1941802,1802,Carregal do Sal,municipio,2021Q4,2.85,,
11C1305,1305,Lousada,municipio,2021Q4,2.86,,
1920611,0611,Oliveira do Hospital,municipio,2021Q4,2.86,,
1941809,1809,Nelas,municipio,2021Q4,2.86,,
1111605,1605,Paredes de Coura,municipio,2021Q4,2.87,,
1190307,0307,Fafe,municipio,2021Q4,2.9,,
11E,,Terras de Trás-os-Montes,nuts3,2021Q4,2.9,,
1910117,0117,Sever do Vouga,municipio,2021Q4,2.9,,
1D31404,1404,Alpiarça,municipio,2021Q4,2.92,,
1920616,0616,Tábua,municipio,2021Q4,2.93,,
1941811,1811,Penalva do Castelo,municipio,2021Q4,2.93,,
1920617,0617,Vila Nova de Poiares,municipio,2021Q4,2.94,,
1111606,1606,Ponte da Barca,municipio,2021Q4,2.95,,
1D31407,1407,Chamusca,municipio,2021Q4,2.96,,
1941814,1814,Santa Comba Dão,municipio,2021Q4,2.99,,
1C40714,0714,Vila Viçosa,municipio,2021Q4,2.99,,
1921808,1808,Mortágua,municipio,2021Q4,3,,
1C3,,Alto Alentejo,nuts3,2021Q4,3.01,,
11C1301,1301,Amarante,municipio,2021Q4,3.02,,
1950509,0509,Sertã,municipio,2021Q4,3.02,,
1D21402,1402,Alcanena,municipio,2021Q4,3.02,,
1190309,0309,Póvoa de Lanhoso,municipio,2021Q4,3.03,,
11C,,Tâmega e Sousa,nuts3,2021Q4,3.03,,
11C0106,0106,Castelo de Paiva,municipio,2021Q4,3.03,,
11C1804,1804,Cinfães,municipio,2021Q4,3.03,,
1D21420,1420,Vila Nova da Barquinha,municipio,2021Q4,3.04,,
1C20214,0214,Vidigueira,municipio,2021Q4,3.07,,
11D1805,1805,Lamego,municipio,2021Q4,3.09,,
1960504,0504,Fundão,municipio,2021Q4,3.09,,
11A010936,010936,União de freguesias de São Miguel de Souto e Mosteirô,freguesia,2021Q4,3.11,,
1931003,1003,Ansião,municipio,2021Q4,3.11,,
11E0407,0407,Mirandela,municipio,2021Q4,3.13,,
1C31214,1214,Portalegre,municipio,2021Q4,3.13,,
1C40710,0710,Redondo,municipio,2021Q4,3.13,,
1C40702,0702,Arraiolos,municipio,2021Q4,3.15,,
